n,t_ms,temp_C,pressure_hPa,altitude_m,max_altitude_m,descent_count,teensy_trigger,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,mag_x_uT,mag_y_uT,mag_z_uT,humidity_pct,sound_db,pitch_deg,roll_deg,heading_deg,t_s,dt_s,pitch_logged_deg,roll_logged_deg,pressure_ref_hpa,altitude_baro_m,altitude_logged_m,a_lin_ms2,altitude_fused_m,v_fused_ms,v_baro_ms,a_baro_ms2,pos_x_m,pos_y_m,pos_z_m,yaw_deg
261,141158,34.38,944.78,58.75,59.12,0,1,0.3705,0.1405,0.9233,37.6,-10.38,76.97,90,41,31,,,-21.6388,8.6524,336.633,130.481,0.5,-21.6388,8.6524,951.34,58.5096121044425,58.89,-1.333739659971974,58.5096121044425,-1.1406637293752862,0.9808825691662975,-0.62418424238966,15.143107694617939,-31.976075930926413,58.5096121044425,336.633
262,141658,34.38,944.72,59.2,59.2,0,1,0.4047,0.1104,0.8905,4.09,6.41,41.32,106,47,35,,,-24.2759,7.0672,335.5705,130.981,0.5,-24.2759,7.0672,951.34,59.04465042372967,59.34,-1.8729566952457897,59.04465042372967,-1.533376134625164,-0.44584424987912996,-1.694260880963995,14.95785962982739,-31.6643014411315,59.04465042372967,335.5705
263,142158,34.32,944.83,58.29,59.2,0,1,0.3783,0.1143,0.8729,6.29,-8.61,22.16,111,53,35,,,-23.2539,7.46,334.1652,131.481,0.5,-23.2539,7.46,951.34,58.06376785456337,58.43,-1.9323855549445388,58.06376785456337,-1.9041720453308546,-0.7133783117976975,1.2483776555414536,14.751167024220607,-31.346277852397236,58.06376785456337,334.1652
264,142658,34.34,944.8,58.54,59.2,0,1,0.399,0.1346,0.9052,10.19,3.48,-6.65,114,56,38,,,-23.5569,8.4577,333.9969,131.981,0.5,-23.5569,8.4577,951.34,58.33127211193197,58.68,-1.66428312228464,58.33127211193197,-1.556697935761342,0.8025334056623237,1.0700613537000976,14.524436541524068,-31.024448987523215,58.33127211193197,333.9969
265,143158,34.34,944.74,59.11,59.2,0,1,0.3566,0.1362,0.9209,-7.26,9.4,-20.39,114,56,47,,,-20.96,8.413,334.3691,132.481,0.5,-20.96,8.413,951.34,58.8663012602257,59.25,-1.3024170010398701,58.8663012602257,-1.3530432768867182,0.3566830419024001,-1.7833991621461536,14.308812766881431,-30.687778444262904,58.8663012602257,334.3691
266,143658,34.38,944.76,58.85,59.2,0,1,0.3961,0.1229,0.928,-1.4,-10.44,-6.47,111,50,36,,,-22.935,7.5441,335.8549,132.981,0.5,-22.935,7.5441,951.34,58.68795515383437,58.99,-1.4171838004417687,58.68795515383437,-1.7013787035663452,-0.9808657564838299,-0.6241964696541658,14.112139312338641,-30.323487007882363,58.68795515383437,335.8549
267,144158,34.39,944.85,58.11,59.2,0,1,0.3939,0.1134,0.9073,-5.0,14.47,-26.61,105,48,33,,,-23.3061,7.1242,335.0907,133.481,0.5,-23.3061,7.1242,951.34,57.88543550374187,58.25,-1.6373786984843575,57.88543550374187,-1.7692165111229379,-0.2675134277517657,1.5158719788245705,13.90887911562237,-29.94759230536414,57.88543550374187,335.0907
268,144658,34.38,944.79,58.66,59.2,0,1,0.3712,0.1213,0.9039,-12.88,-11.47,-32.65,99,44,41,,,-22.1471,7.643200000000001,336.2196,133.981,0.5,-22.1471,7.6432,951.34,58.42044172608261,58.8,-1.561584435632173,58.42044172608261,-1.5216704118457693,0.5350062223407406,0.08917496364006894,13.685269328080437,-29.56640361881938,58.42044172608261,336.2196
269,145158,34.38,944.79,58.66,59.2,0,1,0.3776,0.1205,0.9,-18.86,-7.08,-32.59,91,39,37,,,-22.5797,7.625899999999999,337.1053,134.481,0.5,-22.5797,7.6259,951.34,58.42044172608261,58.8,-1.6331959553193234,58.42044172608261,-1.6182917477075196,-0.17833846411169674,-0.44583584398084497,13.453062714075486,-29.1625928095894,58.42044172608261,337.1053
270,145658,34.39,944.81,58.47,59.2,0,1,0.4005,0.149,0.973,-27.77,1.28,-44.31,83,40,39,,,-22.14,8.7063,334.7432,134.981,0.5,-22.14,8.7063,951.34,58.24210326197091,58.61,-0.9317838232656537,58.24210326197091,-1.3597323134402657,0.08917037835989561,0.535018449162294,13.230169689711182,-28.74799346965682,58.24210326197091,334.7432
271,146158,34.39,944.78,58.68,59.2,0,1,0.3823,0.1268,0.9027,-17.88,-9.89,-39.12,76,40,38,,,-22.7527,7.9959,331.0434,135.481,0.5,-22.7527,7.9959,951.34,58.5096121044425,58.82,-1.6201814184030616,58.5096121044425,-1.3276553534109987,0.3566799850505973,0.17834534209347908,13.028750100673115,-28.342140833222174,58.5096121044425,331.0434
272,146658,34.39,944.77,58.78,59.2,0,1,0.3604,0.1256,0.8978,-8.85,3.48,-23.8,70,41,43,,,-21.6805,7.963899999999999,327.363,135.981,0.5,-21.6805,7.9639,951.34,58.59878324702151,58.92,-1.5739663633625631,58.59878324702151,-1.320587116577062,0.2675157204533747,-0.4458511276296022,12.84251023228056,-27.9275090283258,58.59878324702151,327.363
273,147158,34.38,944.75,58.96,59.2,0,1,0.395,0.1345,0.9165,-4.82,-13.0,-16.42,65,45,43,,,-23.0944,8.3488,320.7441,136.481,0.5,-23.0944,8.3488,951.34,58.77712782489588,59.1,-1.5242317028434846,58.77712782489588,-1.4181923595255377,-0.08917114257900494,-0.5350314409067494,12.665434119944194,-27.49344417631795,58.77712782489588,320.7441
274,147658,34.39,944.78,58.7,59.2,0,1,0.3989,0.1204,0.8981,4.39,-5.86,2.56,65,46,38,,,-23.7601,7.6356,319.6821,136.981,0.5,-23.7601,7.6356,951.34,58.5096121044425,58.84,-1.753891464148461,58.5096121044425,-1.619263967884304,-0.2675157204533747,0.17834228515800987,12.49030262100456,-27.068623730843,58.5096121044425,319.68210000000005
275,148158,34.39,944.78,58.72,59.2,0,1,0.3846,0.1223,0.9288,13.31,0.31,18.19,63,47,40,,,-22.3201,7.5013,318.113,137.481,0.5,-22.3201,7.5013,951.34,58.5096121044425,58.86,-1.3560890383593334,58.5096121044425,-1.501815277182979,0.08917114257900494,-0.08916120780447301,12.303646322423354,-26.662492097047505,58.5096121044425,318.113
276,148658,34.38,944.77,58.83,59.2,0,1,0.4071,0.1451,0.9231,6.9,-7.63,21.06,63,45,42,,,-23.5411,8.9331,319.8525,137.981,0.5,-23.5411,8.9331,951.34,58.59878324702151,58.97,-1.4998320116192492,58.59878324702151,-1.6200464980810183,-0.3566769282578477,-0.5350192134158576,12.114006226956505,-26.270533299785768,58.59878324702151,319.8525
295,158158,34.38,944.82,58.34,59.41,0,1,0.3761,0.129,0.9075,-1.77,-0.31,-0.92,82,41,43,,,-22.3089,8.0903,332.7897,147.481,0.5,-22.3089,8.0903,951.34,58.152935176184656,58.480000000000004,-1.5383057878823017,58.152935176184656,-1.7414156182937304,-0.44584807083685263,0.5350138640051654,11.938622809471312,-25.894247381534626,58.152935176184656,332.7897
300,160658,34.38,944.82,58.37,59.41,0,1,0.3842,0.1266,0.9358,21.61,-5.49,29.24,110,50,40,,,-22.139,7.7045,335.7959,149.981,0.5,-22.139,7.7045,951.34,58.152935176184656,58.51,-1.2757197032016805,58.152935176184656,-1.5267380013472747,0.17833693574731768,0.535016156623108,11.774247351458293,-25.514230433085004,58.152935176184656,335.7959
301,161158,34.35,944.8,58.56,59.41,0,1,0.3912,0.1028,0.9019,-4.82,-2.69,-8.85,110,53,39,,,-23.3141,6.5026,332.965,150.481,0.5,-23.3141,6.5026,951.34,58.33127211193197,58.7,-1.6915209995642408,58.33127211193197,-1.5519429721575118,0.08916808578625535,-0.08916732159668328,11.597103269256102,-25.120984183887003,58.33127211193197,332.965
302,161658,34.36,944.81,58.47,59.41,0,1,0.3499,0.1129,0.9246,-25.76,-4.88,-38.27,106,50,38,,,-20.5884,6.961700000000001,334.5842,150.981,0.5,-20.5884,6.9617,951.34,58.24210326197091,58.61,-1.2555763745661708,58.24210326197091,-1.4234309015768534,0.0891696141506344,0.08917037832544139,11.390637675676459,-24.70323575159739,58.24210326197091,334.5842
303,162158,34.35,944.79,58.6,59.41,0,1,0.3622,0.1255,0.9248,-43.15,-16.85,-58.65,102,47,38,,,-21.211,7.728100000000001,335.63,151.481,0.5,-21.211,7.7281,951.34,58.42044172608261,58.74,-1.295609742862403,58.42044172608261,-1.3213776939681376,0.17833846411169674,-0.0891696141506344,11.17286450816296,-24.2355597668153,58.42044172608261,335.63
304,162658,34.36,944.79,58.6,59.41,0,1,0.3586,0.1104,0.8846,-28.87,-5.13,-61.83,87,42,39,,,-21.913,7.1139,333.3691,151.981,0.5,-21.913,7.1139,951.34,58.42044172608261,58.74,-1.719929711995657,58.42044172608261,-1.4542283666439775,0.0,-0.08916808575180113,10.959258795002441,-23.72189676417156,58.42044172608261,333.3691
305,163158,34.36,944.79,58.61,59.41,0,1,0.3497,0.1266,0.8927,-11.78,0.43,-35.64,76,39,38,,,-21.1989,8.0717,332.4626,152.481,0.5,-21.1989,8.0717,951.34,58.42044172608261,58.75,-1.5798908515979484,58.42044172608261,-1.466392402175336,0.08917037835989561,-0.7133355166844808,10.74952030388745,-23.17406367484216,58.42044172608261,332.4626
306,163658,34.38,944.78,58.75,59.41,0,1,0.4161,0.1531,0.9369,-6.84,-4.7,-11.9,63,43,43,,,-23.6684,9.2807,321.6386,152.981,0.5,-23.6684,9.2807,951.34,58.5096121044425,58.89,-1.3860568127907715,58.5096121044425,-1.6773923779419748,-0.7133355166844808,-0.35667922083148795,10.560139900613066,-22.627438112470827,58.5096121044425,321.6386
307,164158,34.38,944.87,57.9,59.41,0,1,0.3667,0.1171,0.928,10.38,7.14,15.26,66,46,44,,,-21.4073,7.1918999999999995,320.4401,153.481,0.5,-21.4073,7.1919,951.34,57.70710620939813,58.04,-1.2888623626652111,57.70710620939813,-1.637051987006918,-0.26750884247159235,1.4266710333689616,10.395538922868681,-22.12053733460084,57.70710620939813,320.4401
308,164658,34.38,944.81,58.41,59.41,0,1,0.3744,0.1292,0.8807,13.43,-4.76,29.91,68,45,42,,,-22.8123,8.3458,322.9098,153.981,0.5,-22.8123,8.3458,951.34,58.24210326197091,58.55,-1.8164602800023986,58.24210326197091,-1.4590762457772513,0.7133355166844808,0.6241888275221896,10.238792510183906,-21.63242676165737,58.24210326197091,322.9098
309,165158,34.38,944.79,58.62,59.41,0,1,0.3937,0.1428,0.9293,12.21,7.69,29.91,75,39,38,,,-22.7209,8.736,332.1275,154.481,0.5,-22.7209,8.736,951.34,58.42044172608261,58.76,-1.3728714521883496,58.42044172608261,-1.3114479862307515,0.3566799850505973,-0.7133355166844808,10.092199674934626,-21.157365428776757,58.42044172608261,332.1275
310,165658,34.36,944.77,58.8,59.41,0,1,0.358,0.1062,0.9362,8.18,2.81,33.26,87,42,42,,,-20.8048,6.4718,333.0091,154.981,0.5,-20.8048,6.4718,951.34,58.59878324702151,58.94,-1.1730230953138627,58.59878324702151,-1.265306355925122,0.0,-0.7133599701011946,9.954494145600236,-20.69727063560447,58.59878324702151,333.0091
311,166158,34.36,944.79,58.58,59.41,0,1,0.3866,0.1031,0.9333,-2.99,-1.46,25.02,94,42,40,,,-22.3782,6.3038,334.7872,155.481,0.5,-22.3782,6.3038,951.34,58.42044172608261,58.72,-1.3332349175939533,58.42044172608261,-1.4068425381649317,-0.3566799850505973,0.17834152093890054,9.794916245167663,-20.22780740761948,58.42044172608261,334.7872
312,166658,34.29,944.81,58.47,59.41,0,1,0.349,0.1302,0.8676,3.42,7.87,-10.19,99,45,35,,,-21.6929,8.5346,336.5781,155.981,0.5,-21.6929,8.5346,951.34,58.24210326197091,58.61,-1.8393880270195244,58.24210326197091,-1.4915771941368292,0.17834152093890054,0.8025318769140597,9.610414976814148,-19.745806035005785,58.24210326197091,336.5781
313,167158,34.31,944.77,58.77,59.41,0,1,0.374,0.1251,0.9458,-13.0,-10.44,-30.21,94,43,36,,,-21.4061,7.534700000000001,335.6023,156.481,0.5,-21.4061,7.5347,951.34,58.59878324702151,58.910000000000004,-1.125151760460989,58.59878324702151,-1.2208180856237285,0.4458518918634624,0.17835069186835284,9.431923583943309,-19.25413082253158,58.59878324702151,335.6023
314,167658,34.31,944.76,58.85,59.41,0,1,0.385,0.1199,0.9053,-3.85,-5.0,-24.29,87,41,36,,,-22.8599,7.544500000000001,334.2992,156.981,0.5,-22.8599,7.5445,951.34,58.68795515383437,58.99,-1.6113125612966983,58.68795515383437,-1.2320855065789675,0.3566922128072534,-0.7133653196152281,9.261772178187549,-18.7671356499867,58.68795515383437,334.2992
315,168158,34.34,944.73,59.13,59.41,0,1,0.3657,0.1241,0.9216,-3.11,0.31,-23.25,79,42,42,,,-21.4678,7.6692,330.7611,157.481,0.5,-21.4678,7.6692,951.34,58.95547545982876,59.27,-1.3461910959892847,58.95547545982876,-1.3592918456329952,-0.2675134277517657,-0.535039847740137,9.089164412276233,-18.297497222265974,58.95547545982876,330.7611
316,168658,34.35,944.79,58.59,59.41,0,1,0.3451,0.1129,0.8784,-19.65,-6.41,-15.81,74,43,43,,,-21.2893,7.324,327.3958,157.981,0.5,-21.2893,7.324,951.34,58.42044172608261,58.730000000000004,-1.7237016899411055,58.42044172608261,-1.5402110053799933,-0.17834763493288364,0.4458549486906662,8.917554337295684,-17.8220289019049,58.42044172608261,327.3958
317,169158,34.35,944.75,58.99,59.41,0,1,0.3746,0.1322,0.9344,1.34,5.74,-7.81,73,42,47,,,-21.6504,8.0528,327.8929,158.481,0.5,-21.6504,8.0528,951.34,58.77712782489588,59.13,-1.2422741480915622,58.77712782489588,-1.381451545970883,0.17834152093890054,3.057058513888933e-06,8.752266522841055,-17.329632619521476,58.77712782489588,327.89290000000005
318,169658,34.35,944.77,58.79,59.41,0,1,0.3856,0.1329,0.9498,-10.31,8.79,7.26,74,42,42,,,-21.9033,7.9654,328.5812,158.981,0.5,-21.9033,7.9654,951.34,58.59878324702151,58.93,-1.1271346436095475,58.59878324702151,-1.3561274378085613,-0.17834457787436975,3.0569354692033812e-06,8.600431174926477,-16.84949009657805,58.59878324702151,328.5812
319,170158,34.34,944.77,58.82,59.41,0,1,0.3615,0.1177,0.8987,8.67,3.54,23.32,76,40,43,,,-21.7442,7.4614,330.5858,159.481,0.5,-21.7442,7.4614,951.34,58.59878324702151,58.96,-1.5765232199673016,58.59878324702151,-1.3701445059033517,0.17834457787436975,0.08917343529536481,8.459507940100899,-16.394083152270355,58.59878324702151,330.5858
320,170658,34.32,944.75,58.99,59.41,0,1,0.3594,0.1312,0.9006,21.91,8.42,27.65,84,40,42,,,-21.549,8.2886,334.8018,159.981,0.5,-21.549,8.2886,951.34,58.77712782489588,59.13,-1.5344598659670454,58.77712782489588,-1.4546400067842513,-0.08917114257900494,-0.17834457787436975,8.325533178027428,-15.944050759636411,58.77712782489588,334.8018
321,171158,34.32,944.78,58.71,59.41,0,1,0.3571,0.1282,0.9542,27.53,-2.32,35.22,91,41,35,,,-20.3502,7.6521,336.3385,160.481,0.5,-20.3502,7.6521,951.34,58.5096121044425,58.85,-0.9606854872003066,58.5096121044425,-1.2899885002562699,0.0,-0.1783376998925874,8.206962499138825,-15.486446447830303,58.5096121044425,336.3385
322,171658,34.31,944.75,59.0,59.41,0,1,0.3669,0.1168,0.9219,11.78,8.48,30.03,98,46,43,,,-21.5454,7.220600000000001,334.4138,160.981,0.5,-21.5454,7.2206,951.34,58.77712782489588,59.14,-1.354772971216048,58.77712782489588,-1.4007529380667267,-0.26750884247159235,-0.6241926487112224,8.099465087114929,-15.021938444557804,58.77712782489588,334.4138
323,172158,34.31,944.81,58.4,59.41,0,1,0.3771,0.1293,0.918,-2.87,-1.89,-1.16,99,45,37,,,-22.135000000000005,8.017400000000002,336.0275,161.481,0.5,-22.135,8.0174,951.34,58.24210326197091,58.54,-1.4306646248742783,58.24210326197091,-1.6187877165729847,-0.6241926487112224,-0.17832394498227444,7.99063513380861,-14.566747553710684,58.24210326197091,336.0275
324,172658,34.31,944.82,58.39,59.41,0,1,0.3812,0.1208,0.9346,-17.09,-4.82,-36.93,98,43,40,,,-22.0238,7.3648,336.3724,161.981,0.5,-22.0238,7.3648,951.34,58.152935176184656,58.53,-1.2801475042942931,58.152935176184656,-1.6545185749647098,-0.4458327874538668,3.7443930757774524e-05,7.878352627790861,-14.140422050767711,58.152935176184656,336.3724
325,173158,34.31,944.86,58.01,59.41,0,1,0.3617,0.1277,0.9176,-25.21,3.91,-35.28,88,41,37,,,-21.3266,7.9228,335.3471,162.481,0.5,-21.3266,7.9228,951.34,57.796270474517044,58.15,-1.3676810236620334,57.796270474517044,-1.7669577927906395,-0.6241552047804646,0.4458327874538668,7.7645537098755,-13.739077583668404,57.796270474517044,335.3471
326,173658,34.29,944.89,57.76,59.41,0,1,0.3654,0.1292,0.899,-15.75,-8.06,-24.48,80,40,39,,,-21.9158,8.1783,333.1533,162.981,0.5,-21.9158,8.1783,951.34,57.52877997140419,57.9,-1.5801677392669364,57.52877997140419,-1.7046944416160716,0.0,0.8024814427744005,7.657700871350471,-13.34769336100328,57.52877997140419,333.1533
327,174158,34.29,944.86,57.98,59.41,0,1,0.3729,0.1312,0.8973,3.23,-8.0,1.95,81,43,37,,,-22.3528,8.3186,331.4235,163.481,0.5,-22.3528,8.3186,951.34,57.796270474517044,58.12,-1.630323293167587,57.796270474517044,-1.6204619794685982,0.17832623799393588,0.35666470166761144,7.563977134045842,-12.9687530096503,57.796270474517044,331.4235
328,174658,34.29,944.87,57.93,59.41,0,1,0.3883,0.1216,0.8873,10.56,0.0,22.28,80,41,40,,,-23.44,7.8035000000000005,331.42,163.981,0.5,-23.44,7.8035,951.34,57.70710620939813,58.07,-1.818338805829626,57.70710620939813,-1.567532687699737,0.35666470166761144,-0.44581444888750354,7.474587909655725,-12.619799243068996,57.70710620939813,331.4200000000001
329,175158,34.28,944.82,58.37,59.41,0,1,0.3702,0.1149,0.9453,13.67,8.24,29.05,88,42,40,,,-21.2441,6.9302,333.7179,164.481,0.5,-21.2441,6.9302,951.34,58.152935176184656,58.51,-1.1225531089717324,58.152935176184656,-1.5083688984215917,-0.26748821089356767,-0.7133294033352229,7.373367004120411,-12.301808468886179,58.152935176184656,333.7179
330,175658,34.28,944.9,57.67,59.41,0,1,0.3604,0.1216,0.8977,23.44,-6.65,20.14,91,41,35,,,-21.6945,7.7142,336.0918,164.981,0.5,-21.6945,7.7142,951.34,57.43961799850456,57.81,-1.5787317799592946,57.43961799850456,-1.6507114261566966,-0.35666470166761144,-0.08915204040381042,7.257693284868608,-11.990221336616287,57.43961799850456,336.0918
331,176158,34.28,944.86,57.98,59.41,0,1,0.3837,0.1222,0.9172,-16.91,1.83,-3.48,94,43,37,,,-22.5225,7.588900000000001,335.3419,165.481,0.5,-22.5225,7.5889,951.34,57.796270474517044,58.12,-1.475922979049662,57.796270474517044,-1.7113286942201444,-0.3566402512973781,-0.2674691088315768,7.135462766465594,-11.680111288050398,57.796270474517044,335.3419
332,176658,34.27,944.94,57.32,59.41,0,1,0.3696,0.1058,0.9165,-8.97,-9.16,-15.01,92,42,41,,,-21.8317,6.585,334.5181,165.981,0.5,-21.8317,6.585,951.34,57.08297774720718,57.46,-1.4333892082186417,57.08297774720718,-1.8267268023860397,-0.6241338104991883,0.3566402512973781,6.999824003253224,-11.383114624013729,57.08297774720718,334.5181
333,177158,34.27,944.93,57.41,59.41,0,1,0.389,0.1259,0.9336,-11.17,-1.22,-27.95,88,41,38,,,-22.4371,7.680300000000001,334.8005,166.481,0.5,-22.4371,7.6803,951.34,57.172136664017856,57.55,-1.3217111447078846,57.172136664017856,-1.6583882498266547,0.0,0.6241338104991883,6.84414506106539,-11.101799873513414,57.172136664017856,334.8005
334,177658,34.25,944.94,57.29,59.41,0,1,0.3983,0.1169,0.9556,-23.38,-0.85,-19.84,82,40,33,,,-22.476,6.9744,332.9889,166.981,0.5,-22.476,6.9744,951.34,57.08297774720718,57.43,-1.1372640987580123,57.08297774720718,-1.4846801994704406,0.0,0.08915891681067478,6.674098716862957,-10.850335997842535,57.08297774720718,332.9889
335,178158,34.25,944.93,57.39,59.41,0,1,0.3816,0.1365,0.9122,11.41,-5.0,0.49,80,41,34,,,-22.476,8.5105,332.7541,167.481,0.5,-22.476,8.5105,951.34,57.172136664017856,57.53,-1.5060051190160326,57.172136664017856,-1.4620688670487465,0.08915891681067478,0.2674813344867033,6.500258794306532,-10.636743178295433,57.172136664017856,332.7541
336,178658,34.18,944.93,57.4,59.41,0,1,0.3752,0.1313,0.9097,8.18,7.63,18.01,84,43,38,,,-22.206,8.213,332.5072,167.981,0.5,-22.206,8.213,951.34,57.172136664017856,57.54,-1.5085446739180597,57.172136664017856,-1.3884003578429498,0.2674813344867033,-0.08915891681067478,6.341280118131962,-10.446702035532212,57.172136664017856,332.5072
337,179158,34.17,944.9,57.63,59.41,0,1,0.3606,0.1193,0.8988,21.55,-0.12,38.27,90,43,39,,,-21.6884,7.5608,334.1857,168.481,0.5,-21.6884,7.5608,951.34,57.43961799850456,57.77,-1.570016360483554,57.43961799850456,-1.448939025389818,0.0,-0.6241215857840814,6.200731953087725,-10.257392158893936,57.43961799850456,334.1857
338,179658,34.15,944.93,57.4,59.41,0,1,0.3632,0.1373,0.9302,20.08,9.95,31.31,96,44,38,,,-21.12,8.3964,336.2991,168.981,0.5,-21.12,8.3964,951.34,57.172136664017856,57.54,-1.231684853303577,57.172136664017856,-1.4954010517935303,-0.3566402512973781,-0.17831706963356453,6.075582079009905,-10.050976061161464,57.172136664017856,336.2991
339,180158,34.15,944.94,57.26,59.41,0,1,0.3802,0.1172,0.9191,4.27,-1.28,19.29,100,47,37,,,-22.3104,7.2669,334.4623,169.481,0.5,-22.3104,7.2669,951.34,57.08297774720718,57.4,-1.4440554167615978,57.08297774720718,-1.5377248633274077,-0.17831706963356453,0.08916808473301785,5.965133043440787,-9.833299032807759,57.08297774720718,334.4623
340,180658,34.22,944.95,57.23,59.41,0,1,0.3861,0.1123,0.9233,7.08,0.67,10.31,107,47,40,,,-22.5441,6.9348,335.9591,169.981,0.5,-22.5441,6.9348,951.34,56.99381959438429,57.37,-1.430420832226165,56.99381959438429,-1.5911142418151136,-0.26747216656436024,0.534954264901053,5.847168984658381,-9.623655526624134,56.99381959438429,335.9591
341,181158,34.21,944.97,57.03,59.41,0,1,0.3784,0.1263,0.8942,1.59,-7.32,-4.46,108,50,38,,,-22.7343,8.0395,335.4621,170.481,0.5,-22.7343,8.0395,951.34,56.81550558064282,57.17,-1.6934787745811277,56.81550558064282,-1.5063566876479555,0.3566371952674885,0.35662879145596804,5.711332150782468,-9.431171289782242,56.81550558064282,335.4621
342,181658,34.22,944.91,57.54,59.41,0,1,0.3851,0.1277,0.9244,-1.83,-6.04,-13.92,106,48,40,,,-22.4247,7.8653,335.9287,170.981,0.5,-22.4247,7.8653,951.34,57.35045678965178,57.68,-1.400387760618109,57.35045678965178,-1.4413148370074707,0.0891566248916078,-0.08915127655383515,5.573538636528326,-9.25651080005457,57.35045678965178,335.9287
343,182158,34.21,944.96,57.1,59.41,0,1,0.3811,0.12,0.9103,-4.03,-1.4,-20.51,103,45,37,,,-22.5415,7.509699999999999,336.6248,171.481,0.5,-22.5415,7.5097,951.34,56.90466220553443,57.24,-1.5396845770526972,56.90466220553443,-1.3849427774513285,0.26748591871365335,7.639582548790713e-07,5.438945790233262,-9.098017877409461,56.90466220553443,336.6248
344,182658,34.2,944.88,57.79,59.41,0,1,0.3761,0.1309,0.9346,-10.93,-5.55,-28.08,100,44,42,,,-21.7287,7.973000000000001,336.8768,171.981,0.5,-21.7287,7.973,951.34,57.61794270836543,57.93,-1.248060472575998,57.61794270836543,-1.3095962128762642,0.08915738884986268,-0.8024508798719054,5.30678346296061,-8.948124065942125,57.61794270836543,336.8768
345,183158,34.21,944.95,57.15,59.41,0,1,0.3773,0.1132,0.9364,-10.99,-3.05,-26.0,90,41,36,,,-21.8021,6.893,335.0339,172.481,0.5,-21.8021,6.893,951.34,56.99381959438429,57.29,-1.2499585581547166,56.99381959438429,-1.4680386483551657,-0.5349649611582521,-0.08915738884986268,5.177062513883513,-8.796783215629034,56.99381959438429,335.0339
346,183658,34.18,944.94,57.27,59.41,0,1,0.3799,0.1235,0.942,-16.05,4.21,-22.89,85,41,36,,,-21.7949,7.4691,333.838,172.981,0.5,-21.7949,7.4691,951.34,57.08297774720718,57.410000000000004,-1.1931436322028897,57.08297774720718,-1.3764069763044071,0.0,0.08918183661654666,5.0422965104827,-8.640804782046985,57.08297774720718,333.838
347,184158,34.18,944.95,57.17,59.41,0,1,0.3594,0.1161,0.915,-9.4,1.71,-12.63,80,38,37,,,-21.289,7.231300000000001,334.0773,173.481,0.5,-21.289,7.2313,951.34,56.99381959438429,57.31,-1.3955432510170185,56.99381959438429,-1.5313801093891795,-0.44578312454170543,0.0,4.903162374465168,-8.474540608943812,56.99381959438429,334.0773
348,184658,34.18,944.99,56.83,59.41,0,1,0.3641,0.1144,0.9163,2.14,-4.46,-4.33,78,38,38,,,-21.5192,7.1166,333.0679,173.981,0.5,-21.5192,7.1166,951.34,56.637194622665476,56.97,-1.4039128507419414,56.637194622665476,-1.4888910231734336,0.0,0.8024080962605211,4.762263003864305,-8.285373695383328,56.637194622665476,333.0679
349,185158,34.18,944.95,57.18,59.41,0,1,0.3877,0.1354,0.9122,6.71,-9.03,2.14,78,40,37,,,-22.8024,8.4429,332.3795,174.481,0.5,-22.8024,8.4429,951.34,56.99381959438429,57.32,-1.535273108745125,56.99381959438429,-1.385476727791059,0.3566249717188157,-0.1783140137414705,4.623793686793405,-8.08720072868789,56.99381959438429,332.3795
350,185658,34.17,944.95,57.21,59.41,0,1,0.373,0.1245,0.9227,11.17,0.73,10.13,78,41,39,,,-21.8319,7.684500000000001,331.1392,174.981,0.5,-21.8319,7.6845,951.34,56.99381959438429,57.35,-1.3666223513644504,56.99381959438429,-1.4386299402293463,-0.1783140137414705,-0.44578236056867837,4.497964783872419,-7.904578377989651,56.99381959438429,331.1392
351,186158,34.17,944.97,57.05,59.41,0,1,0.3811,0.121,0.9116,2.5,0.37,14.53,83,42,37,,,-22.5102,7.5609,332.2015,175.481,0.5,-22.5102,7.5609,951.34,56.81550558064282,57.19,-1.5248905027491175,56.81550558064282,-1.497102590685891,-0.08915738884986268,0.08915815278843553,4.38095715893914,-7.735605388788144,56.81550558064282,332.2015
352,186658,34.15,944.96,57.11,59.41,0,1,0.3451,0.1193,0.8473,1.34,5.8,14.22,82,42,39,,,-21.965,8.0146,332.2977,175.981,0.5,-21.965,8.0146,951.34,56.90466220553443,57.25,-2.0482320065991932,56.90466220553443,-1.7105310163080034,-0.08915586095303496,0.44579152814159073,4.266691408641435,-7.562747586586056,56.90466220553443,332.2977
353,187158,34.17,944.98,56.91,59.41,0,1,0.3899,0.1379,0.947,6.53,-2.2,13.18,87,43,38,,,-22.1672,8.285,333.6887,176.481,0.5,-22.1672,8.285,951.34,56.726349719689786,57.05,-1.1715655991900313,56.726349719689786,-1.4119978308381034,0.35663413929172805,0.6241024860894058,4.164139327237677,-7.38166413216436,56.726349719689786,333.6887
354,187658,34.15,944.92,57.49,59.41,0,1,0.3535,0.1235,0.8463,2.81,0.06,3.54,90,41,37,,,-22.4564,8.3025,336.0492,176.981,0.5,-22.4564,8.3025,951.34,57.26129634482616,57.63,-2.0930268270134014,57.26129634482616,-1.460691954517746,0.5349466251363708,-0.8024249034750639,4.080757816692966,-7.204117394221726,57.26129634482616,336.0492
